armor,attacker_X,attacker_Y,attacker_Z,attacker_health,attacker_place,attacker_name,attacker_steamid,attacker_side,ct_side,dmg_armor,dmg_health,health,hitgroup,t_side,tick,victim_X,victim_Y,victim_Z,victim_health,victim_place,victim_name,victim_steamid,victim_side,weapon,dmg_health_real,round_num
96,-482.9347,2431.3418,-88.585266,100.0,MidDoors,apEX,76561197989744167,ct,ct,1,6,67,chest,t,35613,-1426.7537,2246.741,56.203125,73,BombsiteB,m0NESY,76561198074762801,t,m4a1,6,5
97,-241.0495,2022.031,-126.093994,100.0,CTSpawn,kyxsan,76561198057282432,t,ct,3,27,73,chest,t,36175,-914.01404,2177.0327,-76.57471,100,MidDoors,ZywOo,76561198113666193,ct,ak47,27,5
94,-240.88983,2022.7197,-126.1261,100.0,CTSpawn,kyxsan,76561198057282432,t,ct,3,27,46,chest,t,36181,-914.09985,2174.6519,-76.54822,73,MidDoors,ZywOo,76561198113666193,ct,ak47,27,5
91,-240.65552,2023.7568,-126.1745,100.0,CTSpawn,kyxsan,76561198057282432,t,ct,3,27,19,chest,t,36187,-913.2597,2178.8628,-76.73895,46,MidDoors,ZywOo,76561198113666193,ct,ak47,27,5
87,-240.66656,2023.7052,-126.17212,100.0,CTSpawn,kyxsan,76561198057282432,t,ct,4,33,0,stomach,t,36194,-913.05,2180.0127,-76.7569,19,MidDoors,ZywOo,76561198113666193,ct,ak47,19,5
94,-1232.5114,2468.127,40.631298,100.0,BDoors,apEX,76561197989744167,ct,ct,6,28,72,stomach,t,36252,-185.69556,2010.0322,-122.86243,100,CTSpawn,kyxsan,76561198057282432,t,m4a1,28,5
90,-1232.5114,2468.127,40.631298,100.0,BDoors,apEX,76561197989744167,ct,ct,4,23,49,right_arm,t,36258,-176.77051,2010.0321,-122.53137,72,CTSpawn,kyxsan,76561198057282432,t,m4a1,23,5
85,-175.15747,2010.0331,-122.47632,49.0,CTSpawn,kyxsan,76561198057282432,t,ct,15,106,0,head,t,36260,-1232.5114,2468.127,40.631298,100,BDoors,apEX,76561197989744167,ct,ak47,100,5
99,-379.469,2021.9957,-127.41516,49.0,MidDoors,kyxsan,76561198057282432,t,ct,1,12,88,chest,t,36591,-436.69025,1094.804,-76.1626,100,Middle,mezii,76561197973140692,ct,ak47,12,5
98,-379.20093,2021.9772,-127.411255,49.0,MidDoors,kyxsan,76561198057282432,t,ct,1,11,77,chest,t,36597,-439.74304,1095.1686,-75.85864,88,Middle,mezii,76561197973140692,ct,ak47,11,5
95,-446.44458,1497.2784,-125.80707,49.0,Middle,kyxsan,76561198057282432,t,ct,3,27,50,chest,t,37971,-275.68958,1231.1877,-103.76471,77,Middle,mezii,76561197973140692,ct,ak47,27,5
92,-448.64648,1494.3083,-125.83081,49.0,Middle,kyxsan,76561198057282432,t,ct,3,27,23,chest,t,37977,-279.648,1228.807,-103.169556,50,Middle,mezii,76561197973140692,ct,ak47,27,5
